lfdn;external_lfdn;tester;dispcode;lastpage;quality;duration;condition;p_0001;p_0002;v_2343;age;gender;gender_other;education;education_other;severity;AC;MC_contr;MC_uncert;MC_normal;MC_hope;trust1;trust2;trust3;trust4;trust5;trust6;trust7;trust8;trust9;trust10;satisfaction;nfc1;nfc2;nfc3;nfc4;nfc5;nfc6;pvs_personal;pvs_vicarious;comments;consent_serious;browser;referer;device_type;quota;quota_assignment;quota_rejected_id;page_history;hflip;vflip;output_mode;javascript;flash;session_id;language;cleaned;ats;datetime;date_of_last_access;date_of_first_mail;rts7089086;rts7091286;rts7091318;rts7091321;rts7091324;rts7091325;rts7091336;rts7091337;rts7091338;rts7091339;rts7091342;rts7091343;rts7091344;rts7133055
225;0;0;31;7089087;-77;205;3;0;0;59d38096a5bbdd0001bf491a;41;1;-99;4;-99;3;2;-77;-77;2;-77;4;5;3;5;3;4;4;4;5;5;4;6;6;6;5;6;6;2;1;-99;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;a6eb43f9c6b2d67a8659c38dc70866ca;1;0;1726147274;12.09.2024 13:21;12.09.2024 13:24;0000-00-00 00:00:00;205;13;48;60;0;71;101;0;0;0;202;144;198;154
226;0;0;31;7089087;-77;159;4;0;0;5e70e3be01c7e1070314d723;44;1;-99;4;-99;5;2;-77;-77;-77;5;5;2;5;2;5;5;5;5;5;1;4;1;1;1;1;1;1;3;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;87385f6cdcd54d6907deffc486a1fef0;1;0;1726147280;12.09.2024 13:21;12.09.2024 13:23;0000-00-00 00:00:00;159;15;39;47;0;56;0;72;0;0;154;102;148;110
228;0;0;31;7089087;-77;209;3;0;0;616592d00098aaba4f5f37de;33;1;-99;4;-99;5;2;-77;-77;5;-77;6;2;5;3;5;5;5;5;6;2;4;7;7;7;4;5;7;2;1;-99;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/26.0 Chrome/122.0.0.0 Mobile Safari/537.36";-99;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;1e77255a86302bccf431fe885d015366;1;0;1726147283;12.09.2024 13:21;12.09.2024 13:24;0000-00-00 00:00:00;209;16;45;54;0;71;100;0;0;0;205;160;201;169
229;0;0;31;7089087;-77;162;1;0;0;660c017ccabcd77d4f653e95;24;1;-99;4;-99;6;2;7;-77;-77;-77;5;1;6;1;5;6;5;3;6;7;4;7;5;1;3;3;1;3;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;881a62f545473c299526d56d5824cff9;1;0;1726147285;12.09.2024 13:21;12.09.2024 13:24;0000-00-00 00:00:00;162;12;41;50;0;58;0;0;74;0;156;104;142;109
230;0;0;31;7089087;-77;355;4;0;0;5a6e3debe6cc4a0001b6d1fc;62;1;-99;4;-99;6;2;-77;-77;-77;5;5;2;5;3;5;6;4;4;5;3;4;6;7;6;6;6;6;3;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;bcd908a521ee544c23e96536b8d17b04;1;0;1726147287;12.09.2024 13:21;12.09.2024 13:27;0000-00-00 00:00:00;355;21;67;99;0;133;0;159;0;0;347;230;337;278
231;0;0;31;7089087;-77;211;2;0;0;6560b3b6390c487b093d1288;55;1;-99;2;-99;5;2;-77;2;-77;-77;2;4;3;4;2;4;3;1;3;4;2;6;6;5;5;6;6;1;1;-99;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Mobile Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;b72e4f31aac6b9035ace8baddaa42a0e;1;0;1726147288;12.09.2024 13:21;12.09.2024 13:24;0000-00-00 00:00:00;211;18;46;54;0;65;0;0;0;83;205;136;195;144
232;0;0;31;7089087;-77;219;3;0;0;5afe7c9196a88e0001ff4b9d;30;1;-99;4;-99;7;2;-77;-77;2;-77;1;3;3;5;3;4;3;2;2;6;2;7;7;6;7;6;7;2;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 OPR/112.0.0.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;5dc89057022812c512c726caaf1532b9;1;0;1726147290;12.09.2024 13:21;12.09.2024 13:25;0000-00-00 00:00:00;219;9;50;57;0;66;96;0;0;0;201;145;196;155
233;0;0;31;7089087;-77;205;2;0;0;62fbc49ef8c2c8ce7ed12530;43;2;-99;4;-99;5;2;-77;3;-77;-77;3;4;5;5;3;3;3;4;5;4;4;5;6;4;6;5;6;3;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;aa17556186ba0169b5f3c5163f585d81;1;0;1726147291;12.09.2024 13:21;12.09.2024 13:24;0000-00-00 00:00:00;205;13;57;66;0;79;0;0;0;100;199;137;187;146
234;0;0;31;7089087;-77;206;4;0;0;665b3a9b6f53305291fbf2fd;37;1;-99;4;-99;3;2;-77;-77;-77;6;3;2;4;2;5;5;5;5;5;3;4;0;6;5;6;6;6;3;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091344,7091344,7091342,7089086,7089087;1;1;0;-77;-77;a8570b6b95872e490af4d884e4764c29;1;0;1726147294;12.09.2024 13:21;12.09.2024 13:25;0000-00-00 00:00:00;206;18;57;65;0;80;0;99;0;0;201;133;193;143
235;0;0;31;7089087;-77;214;1;0;0;6658b151cb2020d6b19f8802;28;1;-99;4;-99;6;2;6;-77;-77;-77;3;5;3;7;4;2;2;2;1;6;2;3;6;3;3;6;4;2;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;d3f53515068a67d4351496a71c38a7eb;1;0;1726147295;12.09.2024 13:21;12.09.2024 13:25;0000-00-00 00:00:00;214;12;61;73;0;87;0;0;104;0;211;157;205;164
236;0;0;31;7089087;-77;235;4;0;0;60fd1cafe3de7892fe9b3bd4;25;1;-99;5;-99;4;2;-77;-77;-77;4;3;3;3;2;3;4;5;5;5;3;3;4;4;4;3;5;4;2;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;034f3e7283bfef9dbcd3e1fcadd29c0f;1;0;1726147296;12.09.2024 13:21;12.09.2024 13:25;0000-00-00 00:00:00;235;12;62;73;0;86;0;119;0;0;228;164;223;174
237;0;0;31;7089087;-77;217;2;0;0;663a712dd4bd72253e545919;35;1;-99;5;-99;4;4;-77;3;-77;-77;4;4;4;4;5;3;3;4;4;4;3;4;4;1;5;4;5;3;1;-99;1;"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091324,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;474c7485fd06ff9528f1f5f18d9608ef;1;0;1726147297;12.09.2024 13:21;12.09.2024 13:25;0000-00-00 00:00:00;217;25;64;74;83;89;0;0;0;101;211;160;198;169
238;0;0;31;7089087;-77;339;1;0;0;5e98125b717b31000aaa042d;30;1;-99;4;-99;5;2;3;-77;-77;-77;5;4;5;5;5;5;5;5;5;4;4;5;5;6;5;5;6;3;2;-99;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:130.0) Gecko/20100101 Firefox/130.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;31c55d5e2ff377e23dc68df31fb5c45f;1;0;1726147302;12.09.2024 13:21;12.09.2024 13:27;0000-00-00 00:00:00;339;15;58;72;0;98;0;0;142;0;333;244;325;255
239;0;0;31;7089087;-77;290;2;0;0;5bfb200269fe300001e88ffe;32;1;-99;2;-99;4;2;-77;1;-77;-77;6;2;4;2;5;5;5;5;5;3;3;7;5;7;5;5;6;3;2;-99;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/26.0 Chrome/122.0.0.0 Mobile Safari/537.36";-99;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;c6dcd80cf06dfc0edd512c14bc1f5733;1;0;1726147306;12.09.2024 13:21;12.09.2024 13:26;0000-00-00 00:00:00;290;49;93;105;0;115;0;0;0;130;282;196;275;205
240;0;0;31;7089087;-77;386;1;0;0;66a3c5b35e350a80c6f2b25d;31;1;-99;4;-99;5;2;3;-77;-77;-77;3;2;5;6;1;2;2;3;2;5;3;5;5;2;6;6;5;2;1;-99;1;"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/128.0.6613.98 Mobile/15E148 Safari/604.1";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;f3138d5e8b876c37d7f20c634b19d068;1;0;1726147315;12.09.2024 13:21;12.09.2024 13:28;0000-00-00 00:00:00;386;16;60;85;0;115;0;0;138;0;366;203;317;213
241;0;0;31;7089087;-77;155;2;0;0;N/A;24;1;-99;4;-99;4;2;-77;5;-77;-77;3;5;5;5;4;4;4;6;4;5;2;6;6;5;6;5;6;2;1;No;1;"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/128.0.6613.98 Mobile/15E148 Safari/604.1";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;30ae6e1d2357f9e472c74caf4a11f9e9;1;0;1726147316;12.09.2024 13:21;12.09.2024 13:24;0000-00-00 00:00:00;155;69;75;80;0;82;0;0;0;86;152;112;147;117
242;0;0;31;7089087;-77;321;4;0;0;611a7df77b8bbf16b8a922af;43;1;-99;5;-99;6;2;-77;-77;-77;3;4;4;4;4;4;4;4;4;4;3;4;7;5;5;6;5;5;2;1;-99;1;"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;113cd86ad40687e5513a24c093b1ea0e;1;0;1726147322;12.09.2024 13:22;12.09.2024 13:27;0000-00-00 00:00:00;321;16;78;86;0;94;0;151;0;0;304;202;284;219
243;0;0;31;7089087;-77;193;1;0;0;5ed02d8b92a5730f56ca529c;29;2;-99;4;-99;4;2;6;-77;-77;-77;5;2;6;2;5;6;6;6;6;3;4;5;6;2;2;6;6;3;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;ed0a78f4368e5a8e0b154b9e228a1c32;1;0;1726147325;12.09.2024 13:22;12.09.2024 13:25;0000-00-00 00:00:00;193;12;54;62;0;77;0;0;98;0;190;135;182;141
244;0;0;31;7089087;-77;3407;3;0;0;60341b46f94c662021025cf9;37;2;-99;2;-99;4;4;-77;-77;2;-77;5;3;6;3;6;3;6;6;6;2;4;5;6;6;6;6;6;3;2;-99;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/26.0 Chrome/122.0.0.0 Mobile Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091324,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;d66b54cc4c2b79ddb938d1ad94a278f0;1;0;1726147325;12.09.2024 13:22;12.09.2024 14:18;0000-00-00 00:00:00;3407;2882;3258;3264;3295;3305;3328;0;0;0;3400;3363;3394;3369
245;0;0;31;7089087;-77;265;1;0;0;66782f06ba5ff211f5e74fb6;27;2;-99;2;-99;5;2;2;-77;-77;-77;5;6;4;5;7;5;4;7;3;5;2;6;6;6;5;5;6;3;1;-99;1;"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;001b208ca67d407ba1c2cd9e156c43de;1;0;1726147329;12.09.2024 13:22;12.09.2024 13:26;0000-00-00 00:00:00;265;12;186;193;0;197;0;0;209;0;262;232;257;241
246;0;0;31;7089087;-77;1287;4;0;0;5b451bf7e3c3b60001666b9b;25;1;-99;4;-99;6;2;-77;-77;-77;4;4;5;5;3;5;4;4;5;4;5;4;4;7;6;7;7;6;3;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;be786eba1d27ad9e7f291c5bd20d5347;1;0;1726147330;12.09.2024 13:22;12.09.2024 13:43;0000-00-00 00:00:00;1287;24;87;180;0;277;0;295;0;0;1274;1132;1267;1145
247;0;0;31;7089087;-77;194;1;0;0;5e7897841fc50b000c787b94;26;1;-99;5;-99;6;2;6;-77;-77;-77;3;4;3;4;4;5;4;4;5;6;4;6;7;6;6;6;6;2;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;603f314c32862a117640820f5901abd1;1;0;1726147331;12.09.2024 13:22;12.09.2024 13:25;0000-00-00 00:00:00;194;13;44;57;0;68;0;0;89;0;188;122;168;131
248;0;0;31;7089087;-77;351;2;0;0;5b0e9b491e55760001b99d7e;34;1;-99;5;-99;6;2;-77;3;-77;-77;3;4;1;5;4;3;2;3;1;4;3;7;7;7;6;6;7;3;2;-99;1;"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;1b4d2113a7593d7ede984bf4cdb11819;1;0;1726147335;12.09.2024 13:22;12.09.2024 13:28;0000-00-00 00:00:00;351;31;93;105;0;129;0;0;0;163;319;216;309;230
249;0;0;31;7089087;-77;555;4;0;0;6303c94be7331161d7bb9f19;56;2;-99;5;-99;6;2;-77;-77;-77;2;5;3;4;3;5;4;6;6;6;2;4;6;6;6;6;6;6;2;2;No, thanks.;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;92a60ca61a7e5f25bd01a38a37310805;1;0;1726147336;12.09.2024 13:22;12.09.2024 13:31;0000-00-00 00:00:00;555;17;154;168;0;188;0;245;0;0;530;330;468;354
250;0;0;31;7089087;-77;237;2;0;0;66c441df2707de0344c657c0;42;2;-99;3;-99;6;2;-77;1;-77;-77;4;5;3;4;5;3;4;4;5;5;3;7;7;7;6;6;7;3;1;-99;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;5b164b8cbd4340bb53d8fdb1f15f8589;1;0;1726147337;12.09.2024 13:22;12.09.2024 13:26;0000-00-00 00:00:00;237;14;50;62;0;83;0;0;0;109;233;159;224;171
251;0;0;31;7089087;-77;329;4;0;0;66d7007aeac23e8923e898df;58;1;-99;2;-99;7;2;-77;-77;-77;1;2;5;3;3;6;4;3;3;2;1;3;7;5;6;5;3;7;3;1;-99;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Mobile Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;f4327fcbe4f734f99b22c14a835b1244;1;0;1726147338;12.09.2024 13:22;12.09.2024 13:27;0000-00-00 00:00:00;329;19;78;93;0;105;0;134;0;0;304;199;289;209
252;0;0;31;7089087;-77;199;2;0;0;5d766c944b76bd0001e826b9;73;1;-99;4;-99;5;2;-77;3;-77;-77;2;5;4;5;3;3;3;3;3;4;3;5;5;5;5;4;6;2;1;-99;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;5dc3ba83b2d8670750c51b4ca7c614a3;1;0;1726147345;12.09.2024 13:22;12.09.2024 13:25;0000-00-00 00:00:00;199;20;45;53;0;64;0;0;0;83;195;132;189;145
253;0;0;31;7089087;-77;329;1;0;0;642c006ab77c5c86b854e95a;67;2;-99;3;-99;5;2;2;-77;-77;-77;2;6;2;2;3;2;2;2;2;2;2;6;6;6;6;6;5;3;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;7b6606ae0c699217e2a92e8e661f18a3;1;0;1726147347;12.09.2024 13:22;12.09.2024 13:27;0000-00-00 00:00:00;329;20;148;160;0;173;0;0;202;0;325;255;317;270
254;0;0;31;7089087;-77;372;4;0;0;5e60c04eec276e000d83b85d;37;3;-99;4;-99;6;2;-77;-77;-77;5;4;3;5;3;4;5;5;5;2;4;4;5;6;3;6;7;6;2;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7091343,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;e735591c40a80b583f0e846e2cd7f8e4;1;0;1726147351;12.09.2024 13:22;12.09.2024 13:28;0000-00-00 00:00:00;372;21;53;62;0;76;0;112;0;0;360;253;339;274
255;0;0;31;7089087;-77;159;4;0;0;66d04a95b151dee92521d312;30;2;-99;5;-99;3;1;-77;-77;-77;3;5;2;4;5;4;4;5;5;3;2;4;7;7;7;7;7;7;3;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091324,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;99c7063f01e56adb74da983a4912c6b4;1;0;1726147359;12.09.2024 13:22;12.09.2024 13:25;0000-00-00 00:00:00;159;10;27;38;56;69;0;85;0;0;156;122;151;127
256;0;0;31;7089087;-77;262;3;0;0;6654befdd0312b303ebc6804;63;1;-99;3;-99;4;2;-77;-77;1;-77;3;4;2;6;3;3;2;2;3;5;3;4;3;3;4;5;3;3;2;-99;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Mobile Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;2eabbd93746501b487b61d9a383adfe6;1;0;1726147361;12.09.2024 13:22;12.09.2024 13:27;0000-00-00 00:00:00;262;28;75;91;0;101;132;0;0;0;253;184;245;201
257;0;0;31;7089087;-77;282;3;0;0;5b90696e50f7ce00016007aa;72;2;-99;5;-99;7;2;-77;-77;6;-77;6;2;6;2;7;6;6;6;7;1;5;3;6;6;2;6;6;3;1;-99;1;"Mozilla/5.0 (iPad; CPU OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/128.0.6613.98 Mobile/15E148 Safari/604.1";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;b96bb33eae2013fba560f01b162e613f;1;0;1726147362;12.09.2024 13:22;12.09.2024 13:27;0000-00-00 00:00:00;282;16;78;89;0;100;133;0;0;0;269;188;261;198
258;0;0;31;7089087;-77;311;4;0;0;6347c42aae670afaf618bb62;61;2;-99;4;-99;6;2;-77;-77;-77;3;4;4;4;4;3;3;4;4;3;4;3;3;3;4;3;3;3;3;1;no thanks;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;502f216390c6e17787238886d6de9bab;1;0;1726147366;12.09.2024 13:22;12.09.2024 13:27;0000-00-00 00:00:00;311;35;80;102;0;116;0;150;0;0;302;205;280;224
259;0;0;31;7089087;-77;246;1;0;0;65707e9ed4c6c32963d25e68;24;2;-99;4;-99;6;2;6;-77;-77;-77;3;5;2;5;2;2;6;2;2;5;2;6;6;6;6;7;7;3;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;7173bdd596eafd843ff45bf90887c72e;1;0;1726147368;12.09.2024 13:22;12.09.2024 13:26;0000-00-00 00:00:00;246;18;50;62;0;85;0;0;106;0;242;160;229;170
260;0;0;31;7089087;-77;214;3;0;0;5b98c8c1db823b0001ef5842;44;2;-99;4;-99;5;2;-77;-77;2;-77;5;6;3;3;5;5;4;5;4;3;4;3;3;4;3;3;4;3;2;-99;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:127.0) Gecko/20100101 Firefox/127.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091344,7091344,7091342,7089086,7089087;1;0;0;-77;-77;9e1e93325d9193c3f8999e1ee4d68e53;1;0;1726147371;12.09.2024 13:22;12.09.2024 13:26;0000-00-00 00:00:00;214;20;79;126;0;134;155;0;0;0;203;177;198;183
